SourceID;EurofirRefType;URL;Language;TitleOriginal;TitelDansk;TitleEnglish;Publisher;ReportNumber;ISBN;ISSN;PublicationName;Year;Volume;Issue;PageStart;PageEnd
1815;R;NULL;Danish;"Overvågningsprogram for sporelementer i levnedsmidler, 1988 - 1992; 1990: Cadmium, bly, nikkel og selen i kornprodukter, ""færdigvarer""";"Overvågningsprogram for sporelementer i levnedsmidler, 1988 - 1992; 1990: Cadmium, bly, nikkel og selen i kornprodukter, ""færdigvarer""";"Monitoring program for trace elements in foodstuffs, 1988 - 1992; 1990: Cadmium, lead, nickel and selenium in cereal products, ""finished products""";Levnedsmiddelstyrelsen;Rapport CL-B 1992.4;NULL;NULL;NULL;1992;NULL;NULL;NULL;NULL
1817;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1988 - 1992. 1990: Cadmium, bly, nikkel og selen i dansk samt importeret frugt;Overvågningsprogram for sporelementer i levnedsmidler, 1988 - 1992. 1990: Cadmium, bly, nikkel og selen i dansk samt importeret frugt;Monitoring program for trace elements in foodstuffs, 1988 - 1992. 1990: Cadmium, lead, nickel and selenium in Danish and imported fruit;Levnedsmiddelstyrelsen;Rapport nr. F91015;NULL;NULL;NULL;1991;NULL;NULL;NULL;NULL
1818;R;NULL;Danish;Bestemmelse af fedt og fedtsyremønster;Bestemmelse af fedt og fedtsyremønster;Determination of fat and fatty acid distribution;Levnedsmiddelstyrelsen;"Intern rapport; Projekt 894504";NULL;NULL;NULL;1992;NULL;NULL;NULL;NULL
1819;R;NULL;Danish;A-Vitamin i lever;A-Vitamin i lever;Vitamin A in liver;Levnedsmiddelstyrelsen;"Intern rapport; Projekt 904510";NULL;NULL;NULL;1992;NULL;NULL;NULL;NULL
1823;R;NULL;Danish;Slik og Is - Næringsstoffer og tilsætningsstoffer;Slik og Is - Næringsstoffer og tilsætningsstoffer;Sweets and Ice Cream - Nutrients and Additives;Levnedsmiddelstyrelsen, Sundhedsministeriet;Publikation nr. 203;87-503-9051-1;0903-9783;NULL;1991;NULL;NULL;NULL;NULL
1824;R;NULL;Danish;"Overvågningsprogran for sporelementer i levnedsmidler, 1988-1992; Anden fase, del II 1991: Cadmium, bly, kviksølv, nikkel, krom, og selen i kød fra kalv, okse og fjerkræ";"Overvågningsprogran for sporelementer i levnedsmidler, 1988-1992; Anden fase, del II 1991: Cadmium, bly, kviksølv, nikkel, krom, og selen i kød fra kalv, okse og fjerkræ";"Monitoring program for trace elements in foodstuffs, 1988-1992; Second phase, Part II 1991: Cadmium, lead, mercury, nickel, chromium, and selenium in veal, beef and poultry meat";Levnedsmiddelstyrelsen;Rapport CL-B 1992.6;NULL;NULL;NULL;1992;NULL;NULL;NULL;NULL
1825;P;NULL;Danish;Fibertal, Interne data;Fibertal, Interne data;Fiber content, Internal data;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;1990;NULL;NULL;NULL;NULL
1832;R;NULL;Danish;Fedt, protein og vand i ferske udskæringer af dansk svinekød;Fedt, protein og vand i ferske udskæringer af dansk svinekød;Fat, protein and water in cuts of fresh Danish pork;Slagteriernes Forskningsinstitut;"Raport 28330; Arbejde nr. 28.330/16";NULL;NULL;NULL;1993;NULL;NULL;NULL;NULL
1834;R;NULL;Danish;Overvågningssystem for næringsstoffer. Brød og cerealier, 2. runde;Overvågningssystem for næringsstoffer. Brød og cerealier, 2. runde;Food Monitoring System for Nutrients - Bread and Cereals, 2. cycle;Levnedsmiddelstyrelsen, Sundhedsministeriet;Publikation nr. 210;87-503-9670-6;0903-9783;NULL;1992;NULL;NULL;NULL;NULL
1835;R;NULL;Danish;Fedtsyremønster i margarine;Fedtsyremønster i margarine;Fatty acid distribution in margarine;Levnedsmiddelstyrelsen;"Rapport CLA 1993.4; Projekt 921602";NULL;NULL;NULL;1993;NULL;NULL;NULL;NULL
1836;R;NULL;Danish;C-vitamin i levnedsmidler;C-vitamin i levnedsmidler;Vitamin C in foods;Levnedsmiddelstyrelsen;Intern rapport ILE 1994.1;NULL;0908-3995;NULL;1994;NULL;NULL;NULL;NULL
1837;AJ;https://doi.org/10.1016/0889-1575(90)90018-H;English;Ascorbic Acid and Dehydroascorbic Acid Content of Foods-as-Eaten;Ascorbinsyre og dehydroascorbinsyreindhold i mad som det spises;Ascorbic Acid and Dehydroascorbic Acid Content of Foods-as-Eaten;Academic Press, Inc.;NULL;NULL;0889-1575;Journal of Food Composition and Analysis;1990;3;2;105;118
1838;R;NULL;Danish;Mel - Næringsstoffer i mel;Mel - Næringsstoffer i mel;Flour - Nutrients in flour;Levnedsmiddelstyrelsen;Intern rapport ILE 1993.8;NULL;0908-3995;NULL;1993;NULL;NULL;NULL;NULL
1839;R;NULL;Danish;Fiskeprodukter;Fiskeprodukter;Fish products;Levnedsmiddelstyrelsen;"Intern Rapport CLA 1993.1; Projekt 890302";NULL;0908-3995;NULL;1993;NULL;NULL;NULL;NULL
1840;R;NULL;Danish;Overvågningssystem for næringsstoffer. Kød, 2. runde;Overvågningssystem for næringsstoffer. Kød, 2. runde;Food Monitoring System for Nutrients. Meat, Second Cycle;Levnedsmiddelstyrelsen;"Intern rapport ILE 1994.9; Projekt 921603";NULL;0908-3995;NULL;1994;NULL;NULL;NULL;NULL
1841;R;NULL;Danish;Overvågningsprogram for næringsstoffer, fisk, 2. runde;Overvågningsprogram for næringsstoffer, fisk, 2. runde;Monitoring program for nutrients, fish, 2nd cycle;Levnedsmiddelstyrelsen;"Intern rapport ILE 1994.2; Projekt 911501";NULL;0908-3995;NULL;1994;NULL;NULL;NULL;NULL
1842;R;NULL;Danish;Overvågningssystem for næringsstoffer. Frugt og grøntsager, 2.runde;Overvågningssystem for næringsstoffer. Frugt og grøntsager, 2.runde;Food Monitoring System for Nutrients - Fruit and Vegetables, 2. cycle;Levnedsmiddelstyrelsen, Sundhedsministeriet;Publikation nr. 197;87-503-9686-7;0903-9783;NULL;1990;NULL;NULL;NULL;NULL
1843;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1988-1992. 1991: Cadmium, bly, nikkel og selen i danske grøntsager samt i importerede grøntsager;Overvågningsprogram for sporelementer i levnedsmidler, 1988-1992. 1991: Cadmium, bly, nikkel og selen i danske grøntsager samt i importerede grøntsager;Monitoring program for trace elements in foodstuffs, 1988-1992. 1991: Cadmium, lead, nickel and selenium in Danish vegetables and in imported vegetables;Levnedsmiddelstyrelsen;Rapport CL-B 1992.8;NULL;NULL;NULL;1992;NULL;NULL;NULL;NULL
1844;R;NULL;Danish;Overvågningssystem for næringsstoffer. Mejeriprodukter, 2. runde;Overvågningssystem for næringsstoffer. Mejeriprodukter, 2. runde;Food Monitoring System for Nutrients - Dairy Products, 2. cycle;Levnedsmiddelstyrelsen;Intern rapport CLA92004;NULL;NULL;NULL;1992;NULL;NULL;NULL;NULL
1845;R;NULL;Danish;Indhold af folacin i levnedsmidler;Indhold af folacin i levnedsmidler;Folacin content in foods;Levnedsmiddelstyrelsen;"Intern rapport CLA1993.3; Projekt 904608";NULL;NULL;NULL;1993;NULL;NULL;NULL;NULL
1846;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1988-1992. 1992: Cadmium, bly, nikkel og selen i kornprodukter;Overvågningsprogram for sporelementer i levnedsmidler 1988-1992. 1992: Cadmium, bly, nikkel og selen i kornprodukter;Monitoring program for trace elements in foodstuffs 1988-1992. 1992: Cadmium, lead, nickel and selenium in cereal products;Levnedsmiddelstyrelsen;Rapport ILF 1993.4;NULL;0907-9750;NULL;1993;NULL;NULL;NULL;NULL
1847;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1988-1992. 1992: Bly i drikkevarer;Overvågningsprogram for sporelementer i levnedsmidler, 1988-1992. 1992: Bly i drikkevarer;Monitoring program for trace elements in foodstuffs, 1988-1992. 1992: Lead in beverages;Levnedsmiddelstyrelsen;"Intern rapport ILF 1993.14; Projekt 923401";NULL;0907-9750;NULL;1993;NULL;NULL;NULL;NULL
1849;R;NULL;Danish;Sporelementer i bønner, frø og kærner;Sporelementer i bønner, frø og kærner;Trace elements in beans, seeds and kernels;Levnedsmiddelstyrelsen;"Intern rapport ILF 1994.1; Projekt 892504";NULL;0907-9750;NULL;1994;NULL;NULL;NULL;NULL
1850;R;NULL;Danish;Bly og cadmium i udvalgte frø og kærner. Opfølgning af projekt 892504, Sporelementer i bønner, frø og kærner;Bly og cadmium i udvalgte frø og kærner. Opfølgning af projekt 892504, Sporelementer i bønner, frø og kærner;Lead and cadmium in selected seeds and kernels. Follow-up of project 892504, Trace elements in beans, seeds and kernels;Levnedsmiddelstyrelsen;"Intern rapport ILF 1994.2; Projekt 923509";NULL;0907-9750;NULL;1994;NULL;NULL;NULL;NULL
1851;R;NULL;Danish;Tungmetaller i fisk, der ikke indgår i overvågningssystemet;Tungmetaller i fisk, der ikke indgår i overvågningssystemet;Heavy metals in fish not included in the monitoring system;Levnedsmiddelstyrelsen;"Intern rapport ILF 1995.2; Projekt 933303";NULL;0909-5055;NULL;1995;NULL;NULL;NULL;NULL
1853;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1988-1992, 1989: Cadmium, bly, nikkel og selen i kartofler;Overvågningsprogram for sporelementer i levnedsmidler 1988-1992, 1989: Cadmium, bly, nikkel og selen i kartofler;Monitoring program for trace elements in foodstuffs 1988-1992, 1989: Cadmium, lead, nickel and selenium in potatoes;Levnedsmiddelstyrelsen;F90009;NULL;NULL;NULL;1990;NULL;NULL;NULL;NULL
1854;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1988-1992. Anden fase, del, II 1991: Cadmium, bly, nikkel og selen i kartofler;Overvågningsprogram for sporelementer i levnedsmidler 1988-1992. Anden fase, del, II 1991: Cadmium, bly, nikkel og selen i kartofler;Monitoring program for trace elements in foodstuffs 1988-1992. Second phase, part, II 1991: Cadmium, lead, nickel and selenium in potatoes;Levnedsmiddelstyrelsen;Intern rapport CLB 1992.2;NULL;NULL;NULL;1992;NULL;NULL;NULL;NULL
1855;R;NULL;Danish;Overvågningsprogram for nitrat i levnedsmidler, 1993-1997. 1993: Nitrat i grøntsager produceret i 1993;Overvågningsprogram for nitrat i levnedsmidler, 1993-1997. 1993: Nitrat i grøntsager produceret i 1993;Nitrate monitoring program in foodstuffs, 1993-1997. 1993: Nitrate in vegetables produced in 1993;Levnedsmiddelstyrelsen;"Intern rapport ILF 1994.5; Projekt 933404";NULL;NULL;NULL;1994;NULL;NULL;NULL;NULL
1856;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1993: Cadmium, nikkel, bly og selen i kartofler;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1993: Cadmium, nikkel, bly og selen i kartofler;Monitoring program for trace elements in foodstuffs, 1993-1997. 1993: Cadmium, nickel, lead and selenium in potatoes;Levnedsmiddelstyrelsen;"Intern rapport ILF 1994.7; Projekt 933503";NULL;0909-5055;NULL;1994;NULL;NULL;NULL;NULL
1858;P;NULL;Danish;Jern i sukker;Jern i sukker;Iron content of sugar;Levnedsmiddelstyrelsen;NULL;NULL;NULL;NULL;1995;NULL;NULL;NULL;NULL
1859;R;NULL;Danish;Overvågningssystem for næringsstoffer. Frugt og grøntsager, 3. runde;Overvågningssystem for næringsstoffer. Frugt og grøntsager, 3. runde;Food Monitoring System for Nutrients. Fruits and vegetables, 3rd cycle;Levnedsmiddelstyrelsen;Intern rapport ILE 1995.6;NULL;0908-3995;NULL;1995;NULL;NULL;NULL;NULL
1860;R;NULL;Danish;"Overvågningssystem for næringsstoffer, mejeriprodukter, 4. runde; Food monitoring system for nutrients, dairy products 4th cycle";Overvågningssystem for næringsstoffer, mejeriprodukter, 4. runde;Food monitoring system for nutrients, dairy products 4th cycle;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1862;R;NULL;Danish;Fedtsyremønster i fritureolie, okse-, kalve- og lammekød;Fedtsyremønster i fritureolie, okse-, kalve- og lammekød;Fatty acid distribution in frying oil, beef, veal and lamb;Levnedsmiddelstyrelsen;"Intern rapport IL 1997.1; Projekt 95631-01";NULL;NULL;NULL;1997;NULL;NULL;NULL;NULL
1863;R;NULL;Danish;Overvågning af margarine;Overvågning af margarine;Monitoring of margarine;Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;"FødevareRapport 2000:23; Projekt 99621-01";87-90978-24-2;1398-0521;NULL;2000;NULL;NULL;NULL;NULL
1864;B;https://doi.org/10.1039/9781849735551;English;McCance and Widdowson's The Composition of Foods: Edition 6;McCance og Widdowson's Sammensætningen af ;McCance and Widdowson's The Composition of Foods: Edition 6;The Royal Society of Chemistry;NULL;978-0-85404-428-3;NULL;NULL;2002;NULL;NULL;NULL;NULL
1865;WW;https://www.ars.usda.gov/northeast-area/beltsville-md-bhnrc/beltsville-human-nutrition-research-center/methods-and-application-of-food-composition-laboratory/mafcl-site-pages/sr11-sr28/;English;USDA National Nutrient Database for Standard Reference, Release 19;USDA Nationale Næringsstofdatabase til Standardreference, Udgivelse 17;USDA National Nutrient Database for Standard Reference, Release 19;Agricultural Research Service, U.S. Department of Agriculture;NULL;NULL;NULL;NULL;2004;NULL;NULL;NULL;NULL
1866;P;NULL;Danish;Beregning af kostfibre i mayonnaise salat med ærter, gulerod og asparges;Beregning af kostfibre i mayonnaise salat med ærter, gulerod og asparges;Calculation of dietary fibers in mayonnaise salat with peas, carrot and asparagus;Danmarks Fødevareforskning;NULL;NULL;NULL;NULL;2004;NULL;NULL;NULL;NULL
1878;R;NULL;Danish;Sukkerarter og sukkeralkoholer i frugt;Sukkerarter og sukkeralkoholer i frugt;Sugars and sugar alcohols in fruit;Veterinær- og Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;Resultatopgørelse fra IFEE;NULL;NULL;NULL;1999;NULL;NULL;NULL;NULL
1879;R;NULL;Danish;Sukkerarter i grøntsager;Sukkerarter i grøntsager;Sugars in vegetables;Veterinær- og Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;Resultatopgørelse fra IFEE;NULL;NULL;NULL;1999;NULL;NULL;NULL;NULL
1886;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1988-1992. 1992: Cadmium, bly, kviksølv, selen, nikkel, og krom i nyrer og lever fra danske kalve og okser samt i dansk fjerkrælever;Overvågningsprogram for sporelementer i levnedsmidler, 1988-1992. 1992: Cadmium, bly, kviksølv, selen, nikkel, og krom i nyrer og lever fra danske kalve og okser samt i dansk fjerkrælever;Monitoring Programme for Trace Elements in Food, 1988-1992. 1992: Cadmium, lead, mercury, selenium, nickel and chromium in bovine kidney and liver and also in liver from Danish poultry;Levnedsmiddelstyrelsen;"Intern rapport ILF 1994; Projektnummer 923401";NULL;NULL;NULL;1994;NULL;NULL;NULL;NULL
1887;R;NULL;Danish;Sporelementer i mejeriprodukter;Sporelementer i mejeriprodukter;Trace elements in dairy products;Fødevaredirektoratet;Overvågningsprojekt 01625-04;NULL;NULL;NULL;2002;NULL;NULL;NULL;NULL
1888;R;NULL;Danish;Overvågning af sporelementer i indmad;Overvågning af sporelementer i indmad;Monitoring of trace elements in offal;Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;Centralt koordineret Projekt 03625-01;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1889;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1998-2002 - 1999: Bly, cadmium, nikkel og selen i brød og kornprodukter;Overvågningsprogram for sporelementer i levnedsmidler, 1998-2002 - 1999: Bly, cadmium, nikkel og selen i brød og kornprodukter;Monitoring Programme for Trace Elements in Food, 1998-2002 - 1999: Lead, cadmium, nickel and selenium in bread and cereal products;Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;"Delopgørelse IFEF1988-2002; Projekt nr. 99425-01";NULL;NULL;NULL;2002;NULL;NULL;NULL;NULL
1890;R;NULL;Danish;Overvågning af sporelementer (metaller) i fisk og skaldyr;Overvågning af sporelementer (metaller) i fisk og skaldyr;Monitoring of trace elements (metals) in seafood;Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;Projekt 01625-01;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1894;WW;https://www.ars.usda.gov/northeast-area/beltsville-md-bhnrc/beltsville-human-nutrition-research-center/methods-and-application-of-food-composition-laboratory/mafcl-site-pages/sr11-sr28/;English;USDA National Nutrient Database for Standard Reference, Release 18;USDA Nationale Næringsstofdatabase til Standardreference, Udgivelse 18;USDA National Nutrient Database for Standard Reference, Release 18;Agricultural Research Service, U.S. Department of Agriculture;NULL;NULL;NULL;NULL;2005;NULL;NULL;NULL;NULL
1897;R;NULL;Danish;Sporelementer i kødprodukter;Sporelementer i kødprodukter;Trace elements in meat products;Fødevaredirektoratet;Overvågningsprojekt 03625-02;NULL;NULL;NULL;2003;NULL;NULL;NULL;NULL
1898;R;NULL;Danish;Sporelementer i drikkevarer;Sporelementer i drikkevarer;Trace elements in beverages;Fødevaredirektoratet;Overvågningsprojekt 01625-05;NULL;NULL;NULL;2003;NULL;NULL;NULL;NULL
1901;R;NULL;Danish;Sporelementer i champignonkonserves;Sporelementer i champignonkonserves;Trace elements in canned mushrooms;Levnedsmiddelstyrelsen;"Intern rapport ILF 1993.11; Projekt 913305";NULL;0907-9750;NULL;1993;NULL;NULL;NULL;NULL
1904;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1993-1997. 1994: Bly, cadmium,krom,nikkel, selen og kviksølv i indmad;Overvågningsprogram for sporelementer i levnedsmidler 1993-1997. 1994: Bly, cadmium,krom,nikkel, selen og kviksølv i indmad;Monitoring programme for Trace Elements in Food 1994: Lead, Cadmium, Chromium, Nickel, Selenium and Mercury in Pluck;Levnedsmiddelstyrelsen;"Intern rapport ILF; Projekt 94525-01";NULL;NULL;NULL;1996;NULL;NULL;NULL;NULL
1905;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1993: Cadmium, krom, kviksølv, nikkel, bly og selen i kød fra svin, lam og får;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1993: Cadmium, krom, kviksølv, nikkel, bly og selen i kød fra svin, lam og får;Monitoring Programme for Trace Elements in Food, 1993-1997. 1993: Cadmium, Chromium, Mercury, Nikkel, Lead and Selenium in meat from Pork, Lamb and Sheep;Levnedsmiddelstyrelsen;"Intern rapport ILF 1994; Projekt 933503";NULL;NULL;NULL;1994;NULL;NULL;NULL;NULL
1906;R;NULL;Danish;Sporelementer i udenlandske skaldyr. Arsen, cadmium, chrom, kviksølv, bly, nikkel og selen i skaldyr;Sporelementer i udenlandske skaldyr. Arsen, cadmium, chrom, kviksølv, bly, nikkel og selen i skaldyr;Arsenic, cadmium, chromium, mercury, lead, nickel and selenium in shellfish of foreign origin;Levnedsmiddelstyrelsen;"Rapport IL 1996.5; Projekt 94335-01";NULL;1396-2132;NULL;1996;NULL;NULL;NULL;NULL
1907;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1997: Kontrol af indholdet af sporelementer i lever og nyre fra okser, kalve og fjerkræ;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1997: Kontrol af indholdet af sporelementer i lever og nyre fra okser, kalve og fjerkræ;Monitoring programme for trace elements in food, 1993-1997 1997: Control of the content of trace elements in liver and kidney from bovine, calves and poultry;Veterinær- og Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;"Intern rapport IFE; Projekt 97525-01";NULL;NULL;NULL;1998;NULL;NULL;NULL;NULL
1908;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1997: Kontrol af indholdet af sporelementer i kød fra svin, får og lam;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1997: Kontrol af indholdet af sporelementer i kød fra svin, får og lam;Monitoring program for trace elements in foods, 1993-1997. 1997: Control of the content of trace elements in pork, mutton and lamb;Veterinær- og Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;Intern rapport IFE;NULL;NULL;NULL;1998;NULL;NULL;NULL;NULL
1909;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1995: Cadmium, bly, kviksølv,selen, nikkel og chrom i nyre og lever fra danske kalve og okser samt i lever fra fjerkræ;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1995: Cadmium, bly, kviksølv,selen, nikkel og chrom i nyre og lever fra danske kalve og okser samt i lever fra fjerkræ;Monitoring Programme for Trace Elements in Food, 1993-1997. 1995: Cadmium, Lead, Mercury, Selenium, Nickel and Chromium in Kidney and Liver from Danish Calves and Bovine as well as Liver from Poultry;Levnedsmiddelstyrelsen;Intern rapport IL;NULL;NULL;NULL;1996;NULL;NULL;NULL;NULL
1910;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1995: Cadmium, bly, kviksølv, selen, nikkel, og chrom i kød fra kalve, okser samt fjerkræ;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1995: Cadmium, bly, kviksølv, selen, nikkel, og chrom i kød fra kalve, okser samt fjerkræ;Monitoring Programme for Trace Elements in Food, 1993-1997. 1995: Cadmium, Lead, Mercury, Selenium, Nickel and Chromium in Veal, Beef and Poultry;Levnedsmiddelstyrelsen;Intern rapport IL;NULL;NULL;NULL;1996;NULL;NULL;NULL;NULL
1911;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1993-1997. Kontrol af indholdet af sporelementer i indmad fra svin;Overvågningsprogram for sporelementer i levnedsmidler 1993-1997. Kontrol af indholdet af sporelementer i indmad fra svin;Monitoring programme for trace Elements in Food 1993-1997. Control of the content of trace elements in pluck from pigs;Veterinær- og Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;Intern rapport IFE;NULL;NULL;NULL;1997;NULL;NULL;NULL;NULL
1913;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler. 1994: Cadmium, bly, nikkel og selen i kornprodukter;Overvågningsprogram for sporelementer i levnedsmidler. 1994: Cadmium, bly, nikkel og selen i kornprodukter;Monitoring programme 1994: Cadmium, lead, nickel and selenium in grain products;Levnedsmiddelstyrelsen;"Intern rapport ILF 1995; Projekt 94325-01";NULL;NULL;NULL;1995;NULL;NULL;NULL;NULL
1914;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1995: Bly, cadmium, nikkel og selen i danske samt udenlandske grøntsager;Overvågningsprogram for sporelementer i levnedsmidler, 1993-1997. 1995: Bly, cadmium, nikkel og selen i danske samt udenlandske grøntsager;Monitoring Programme for Trace Elements in Food, 1993-1997. 1995: Lead, Cadmium, Nickel and Selenium in Danish and foreign vegetables;Levnedsmiddelstyrelsen;"Rapport IL 1997.3; Projekt 96425-01";NULL;NULL;NULL;1997;NULL;NULL;NULL;NULL
1915;R;NULL;Danish;Overvågningsprogram for sporelementer i levnedsmidler 1993-1997. Tredje periode, 1995: Cadmium, bly, kviksølv, nikkel, krom, arsen og selen i fisk;Overvågningsprogram for sporelementer i levnedsmidler 1993-1997. Tredje periode, 1995: Cadmium, bly, kviksølv, nikkel, krom, arsen og selen i fisk;Monitoring Programme for Trace Elements in Fods, 1993-1997. Third period, 1995: Cadmium, Lead, Mercury, Nickel, Chromium, Arsenic and Selenium in Fish;Levnedsmiddelstyrelsen;Rapport IL 1996.15;NULL;NULL;NULL;1996;NULL;NULL;NULL;NULL
1916;R;NULL;Danish;Arsen, cadmium, chrom, kviksølv, bly, nikkel og selen i udenlandske fisk;Arsen, cadmium, chrom, kviksølv, bly, nikkel og selen i udenlandske fisk;Arsenic, cadmium, chromium, mercury, lead, nickel and selenium in fish of foreign origin;Levnedsmiddelstyrelsen;Rapport IL 1996.6;NULL;NULL;NULL;1996;NULL;NULL;NULL;NULL
1917;P;NULL;English;Estimation of selenium content in milk, cheese and meat from the content of protein;Skøn over selenindholdet i mælk, ost og kød ud fra indholdet af protein;Estimation of selenium content in milk, cheese and meat from the content of protein;Danish Institute for Food and Veterinary Research;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1919;P;NULL;Danish;Tilsat sukker i Nutella;Tilsat sukker i Nutella;Added sugar in Nutella;Danmarks Fødevareforskning;NULL;NULL;NULL;NULL;2006;NULL;NULL;NULL;NULL
1923;P;NULL;Danish;Estimering af indholdet af stivelse i vingummi;Estimering af indholdet af stivelse i vingummi;Estimation of the starch content of wine gum;Danmarks Fødevareforskning;NULL;NULL;NULL;NULL;2006;NULL;NULL;NULL;NULL
1928;WW;https://www.ars.usda.gov/northeast-area/beltsville-md-bhnrc/beltsville-human-nutrition-research-center/methods-and-application-of-food-composition-laboratory/mafcl-site-pages/sr11-sr28/;English;USDA National Nutrient Database for Standard Reference, Release 19;USDA Nationale Næringsstofdatabase til Standardreference, Udgivelse 19;USDA National Nutrient Database for Standard Reference, Release 19;Agricultural Research Service, U.S. Department of Agriculture;NULL;NULL;NULL;NULL;2006;NULL;NULL;NULL;NULL
1932;R;NULL;Danish;Nikkel i frugt og grønt;Nikkel i frugt og grønt;Nickel in fruit and vegetables;Levnedsmiddelstyrelsen;"Intern rapport ILF 1995.3; Projekt 933405";NULL;0909-5055;NULL;1995;NULL;NULL;NULL;NULL
1933;E;NULL;NULL;Values obtained by straight forward estimation;Værdier opnået ved simpel estimering;Values obtained by straight forward estimation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1935;AJ;https://doi.org/10.1080/09637480701198117;English;Iodine content in bread and salt in Denmark after iodization and the influence on iodine intake;Jodindhold i brød og salt i Danmark efter iodisering og indflydelse på jodindtagelse;Iodine content in bread and salt in Denmark after iodization and the influence on iodine intake;Taylor and Francis Group, London;NULL;NULL;1465-3478;International Journal of Food Sciences and Nutrition;2007;58;3;231;239
1937;WW;https://web.archive.org/web/20070510235408/http://fineli.fi/;English;Fineli. Livsmedelsdatabas. Version 8;Fineli. Finsk Fødevaredatabase, 8. udgave;Fineli. Finnish food composition database. Release 8;National Public Health Institute, Helsinki;NULL;NULL;NULL;NULL;2007;NULL;NULL;NULL;NULL
1938;WW;https://www.ars.usda.gov/northeast-area/beltsville-md-bhnrc/beltsville-human-nutrition-research-center/methods-and-application-of-food-composition-laboratory/mafcl-site-pages/sr11-sr28/;English;USDA National Nutrient Database for Standard Reference, Release 20;USDA Nationale Næringsstofdatabase til Standardreference, Udgivelse 20;USDA National Nutrient Database for Standard Reference, Release 20;Agricultural Research Service, U.S. Department of Agriculture;NULL;NULL;NULL;NULL;2007;NULL;NULL;NULL;NULL
1939;R;NULL;Danish;Kontrol af sporelementer i torskelever;Kontrol af sporelementer i torskelever;Control of trace elements in cod's liver;Veterinær- og Fødevaredirektoratet;Intern rapport IL;NULL;NULL;NULL;1997;NULL;NULL;NULL;NULL
1940;R;NULL;Danish;Undersøgelse af sporelementer i honning;Undersøgelse af sporelementer i honning;lnvestigation of trace elements in honey;Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;"Delopgørelse, IFEF december 1999; Projekt 99515-02";NULL;NULL;NULL;1999;NULL;NULL;NULL;NULL
1941;R;NULL;Danish;Undersøgelse af sporelementer i honning;Undersøgelse af sporelementer i honning;Trace elements in honey;Fødevaredirektoratet, Ministeriet for Fødevarer, Landbrug og Fiskeri;"Delopgørelse, IFEF januar 1999 & februar 1999; Projekt 98515-02";NULL;NULL;NULL;1999;NULL;NULL;NULL;NULL
